fight_id,event_date,weight_class,is_title_bout,is_main_event,a_name,b_name,a_archetype,b_archetype,a_short_notice,b_short_notice,a_long_layoff,b_long_layoff,a_age,b_age,a_ufc_fights,b_ufc_fights,a_win_rate_l3,b_win_rate_l3,a_finish_rate,b_finish_rate,a_recent_1,b_recent_1,prob_a,confidence,confidence_bucket,model_pick,a_won,correct,fav_hit,fm_blend_a,fm_blend_b,fm_prob_a,fm_pick,fm_correct,v2_fm_agree,ensemble_prob_a,ensemble_pick,ensemble_correct
721642e7de112e9e,2026-04-04,Women's Strawweight,0,0,Tabatha Ricci,Virna Jandiroba,Volume Striker,Sub Specialist,0,0,0,0,31.1,37.8,10,12,0.6667,0.6667,0.2857,0.5,W,L,0.4906,0.5094,tossup (50-55%),B,0,1,1,1595.95,1794.3000000000002,0.24199106246790428,B,1.0,True,0.36629553123395214,B,1.0
74bb036ef0493bf7,2026-04-04,Women's Bantamweight,0,0,Alice Pereira,Hailey Cowan,Point Fighter,Wrestler,0,0,0,0,20.3,34.1,1,2,0.0,0.0,0.0,0.0,L,L,0.65,0.65,med (60-70%),A,1,1,1,1324.95,1080.5,0.8033187703589567,A,1.0,True,0.7266593851794784,A,1.0
770c5302e32916ea,2026-05-09,Middleweight,0,0,Ateba Gautier,Ozzy Diaz,Volume Striker,Volume Striker,0,0,0,0,24.1,35.5,4,2,1.0,0.5,0.75,0.0,W,W,0.7604,0.7604,high (>=70%),A,1,1,1,,,,TIE,,False,,B,
7765e5e779dd7dc9,2026-07-11,Light Heavyweight,0,0,Nikita Krylov,Robert Whittaker,Volume Striker,Volume Striker,0,0,0,0,34.3,35.6,21,24,0.3333,0.3333,0.8333,0.3529,W,L,0.4759,0.5241,tossup (50-55%),B,0,1,1,1794.8500000000001,2099.5,0.14758032582647237,B,1.0,True,0.3117401629132362,B,1.0
780bae82bdfc7112,2026-01-31,Road to 4 Featherweight Tournament,1,0,Keiichiro Nakamura,Sebastian Szalay,Point Fighter,Point Fighter,0,0,0,0,27.2,32.0,0,0,0.0,0.0,0.0,0.0,,,0.5615,0.5615,lean (55-60%),A,1,1,1,1629.5500000000002,1481.4,0.7011583573653477,A,1.0,True,0.6313291786826738,A,1.0
7924f10aac3543de,2026-04-04,Featherweight,0,0,Jose Delano,Robert Ruchala,Point Fighter,Wrestler,0,0,0,0,29.6,27.9,0,1,0.0,0.0,0.0,0.0,,L,0.4454,0.5546,lean (55-60%),B,1,0,0,,,,TIE,,False,,B,
796e1151896195aa,2026-03-28,Women's Strawweight,0,0,Alexia Thainara,Bruna Brasil,Sub Specialist,Point Fighter,0,0,0,0,30.4,32.6,2,7,1.0,0.3333,0.5,0.0,W,L,0.745,0.745,high (>=70%),A,1,1,1,1663.1,1384.5500000000002,0.8325017881554739,A,1.0,True,0.788750894077737,A,1.0
7ac4ae301ed699ab,2026-05-02,Welterweight,0,0,Jonathan Micallef,Themba Gorimbo,Volume Striker,Wrestler,0,0,0,0,27.2,35.3,2,7,1.0,0.3333,0.5,0.25,W,L,0.6031,0.6031,med (60-70%),A,1,1,1,1633.75,1563.6,0.5996041154167315,A,1.0,True,0.6013520577083658,A,1.0
7e551ddb1494a45f,2026-04-25,Heavyweight,0,0,Marcus Buchecha,Ryan Spann,Wrestler,Sub Specialist,0,0,0,0,36.3,34.7,2,17,0.0,0.6667,0.0,0.8,D,W,0.474,0.526,tossup (50-55%),B,0,1,1,,,,TIE,,False,,B,
809814f03ff3140c,2026-06-27,Lightweight,0,0,Matheus Camilo,Nazim Sadykhov,Wrestler,Volume Striker,0,0,0,0,25.5,32.1,2,6,0.5,0.6667,0.0,1.0,W,L,0.4957,0.5043,tossup (50-55%),B,1,0,0,1658.2,1591.4,0.594965629773962,A,1.0,False,0.5453328148869809,A,1.0
81cde317c156723b,2026-06-27,Flyweight,0,0,Asu Almabayev,Charles Johnson,Wrestler,Volume Striker,0,0,0,0,32.4,35.5,7,14,0.6667,0.6667,0.3333,0.375,W,W,0.5764,0.5764,lean (55-60%),A,1,1,1,1914.3000000000002,1619.3500000000001,0.8452561676168819,A,1.0,True,0.710828083808441,A,1.0
827c64369b374989,2026-05-02,Middleweight,0,0,Ben Johnston,Wes Schultz,Point Fighter,Point Fighter,0,0,0,0,35.6,29.7,0,1,0.0,0.0,0.0,0.0,,L,0.5448,0.5448,tossup (50-55%),A,0,0,0,1303.0500000000002,1457.1,0.29177413180935563,B,1.0,False,0.4182870659046778,B,1.0
845b8653f9cf839c,2026-05-09,Welterweight,0,0,Joaquin Buckley,Sean Brady,Volume Striker,Sub Specialist,0,0,0,0,32.0,33.5,16,10,0.6667,0.6667,0.7273,0.5,L,L,0.5215,0.5215,tossup (50-55%),A,0,0,0,1982.95,2135.05,0.2940991191797993,B,1.0,False,0.40779955958989966,B,1.0
84951374e4cdc679,2026-04-25,Lightweight,0,0,Alexander Hernandez,Rafa Garcia,Volume Striker,Volume Striker,0,0,0,0,33.6,31.7,17,10,1.0,0.6667,0.5,0.3333,W,W,0.4666,0.5334,tossup (50-55%),B,0,1,1,1800.0,1907.25,0.35037742083988477,B,1.0,True,0.4084887104199424,B,1.0
85c7a0f44aa3e10a,2026-04-18,Heavyweight,0,0,Gokhan Saricam,Tanner Boser,Point Fighter,Volume Striker,0,0,0,1,35.1,34.7,0,10,0.0,0.3333,0.0,0.6,,W,0.5039,0.5039,tossup (50-55%),A,1,1,1,1769.65,1583.8000000000002,0.7445662205766042,A,1.0,True,0.6242331102883021,A,1.0
85e94a6c071fd9fa,2026-03-28,Middleweight,0,1,Israel Adesanya,Joe Pyfer,Volume Striker,Volume Striker,0,0,0,0,36.7,29.5,18,8,0.0,1.0,0.3846,0.8333,L,W,0.4327,0.5673,lean (55-60%),B,0,1,1,1876.4,2045.75,0.2739134655672343,B,1.0,True,0.35330673278361713,B,1.0
86df0e75f41784d8,2026-02-07,Bantamweight,0,0,Gianni Vazquez,Javid Basharat,Point Fighter,Volume Striker,0,0,0,0,31.6,30.4,0,6,0.0,0.0,0.0,0.0,,L,0.3277,0.6723,med (60-70%),B,0,1,1,1485.8500000000001,1645.15,0.28556863832204044,B,1.0,True,0.30663431916102024,B,1.0
8817bd21b6d0a989,2026-03-21,Middleweight,0,0,Antonio Trocoli,Mantas Kondratavicius,Point Fighter,Point Fighter,0,0,0,0,35.3,26.7,4,0,0.0,0.0,0.0,0.0,L,,0.3265,0.6735,med (60-70%),B,0,1,1,1254.65,1571.75,0.13879024446807972,B,1.0,True,0.23264512223403988,B,1.0
8b809ba1880aded0,2026-06-20,Featherweight,0,0,Gaston Bolanos,Michael Aswell Jr.,Point Fighter,Volume Striker,0,0,0,0,33.8,25.7,4,3,0.3333,0.3333,0.0,1.0,L,L,0.4007,0.5993,lean (55-60%),B,1,0,0,,,,TIE,,False,,B,
8f9896e60047007f,2026-02-21,Welterweight,0,0,Punahele Soriano,Ramiz Brahimaj,Volume Striker,Sub Specialist,0,0,0,0,33.2,33.3,11,8,1.0,1.0,0.5714,1.0,W,W,0.5158,0.5158,tossup (50-55%),A,1,1,1,1777.15,1622.25,0.7092359349377366,A,1.0,True,0.6125179674688683,A,1.0
90187edeeda7e6d6,2026-03-21,Heavyweight,0,0,Felipe Franco,Mario Pinto,Point Fighter,Wrestler,0,0,0,0,25.2,28.0,0,2,0.0,1.0,0.0,1.0,,W,0.3194,0.6806,med (60-70%),B,0,1,1,1369.6,1714.45,0.1207745066376768,B,1.0,True,0.2200872533188384,B,1.0
90940d93d6e0998f,2026-06-06,Bantamweight,0,0,John Yannis,Marcus McGhee,Counter Striker,Volume Striker,0,0,0,0,31.9,36.1,2,5,0.5,0.6667,1.0,0.75,W,L,0.4774,0.5226,tossup (50-55%),B,0,1,1,1431.45,1730.5500000000002,0.15164486029314717,B,1.0,True,0.31452243014657355,B,1.0
930317fde9dbc55e,2026-07-11,Featherweight,0,0,Kai Kamaka III,Luke Riley,Volume Striker,Volume Striker,0,0,0,0,31.5,27.0,5,2,0.3333,1.0,0.0,0.5,W,W,0.3507,0.6493,med (60-70%),B,0,1,1,1683.5,1827.5,0.3038712295704002,B,1.0,True,0.32728561478520013,B,1.0
989760fa75321d69,2026-07-11,Welterweight,0,1,Conor McGregor,Max Holloway,Volume Striker,Volume Striker,0,0,1,0,38.0,34.6,14,32,0.3333,0.3333,0.8,0.5652,L,L,0.2666,0.7334,high (>=70%),B,0,1,1,1871.9,2213.4,0.12283727363574412,B,1.0,True,0.19471863681787205,B,1.0
98e77712f99956ff,2026-06-06,Women's Bantamweight,0,0,Chelsea Chandler,Priscila Cachoeira,Volume Striker,Volume Striker,0,0,0,0,35.5,37.8,5,13,0.3333,0.3333,0.5,0.8,L,L,0.5852,0.5852,lean (55-60%),A,1,1,1,1387.8000000000002,1201.85,0.7446756858098318,A,1.0,True,0.664937842904916,A,1.0
9a0ecee6e8ca173f,2026-03-28,Women's Flyweight,0,0,Alexa Grasso,Maycee Barber,Volume Striker,Volume Striker,0,0,0,0,32.6,27.9,14,13,0.0,1.0,0.25,0.4545,L,W,0.3442,0.6558,med (60-70%),B,1,0,0,1824.8500000000001,1677.25,0.7004945349173325,A,1.0,False,0.5223472674586662,A,1.0
9a9b30b3165b62e4,2026-06-14,Lightweight,0,0,Mauricio Ruffy,Michael Chandler,Volume Striker,Volume Striker,0,0,0,0,30.0,40.1,5,9,0.6667,0.0,0.75,1.0,W,L,0.7686,0.7686,high (>=70%),A,1,1,1,1994.85,1785.8000000000002,0.7691270363303877,A,1.0,True,0.7688635181651938,A,1.0
9c9c26679701b84d,2026-04-04,Lightweight,0,0,Darrius Flowers,Lando Vannata,Point Fighter,Volume Striker,0,0,1,1,31.6,34.1,3,13,0.0,0.3333,0.0,0.5,L,L,0.4946,0.5054,tossup (50-55%),B,1,0,0,1435.0,1292.3000000000002,0.6945434608899317,A,1.0,False,0.5945717304449658,A,1.0
9d30c887e8bd8824,2026-02-07,Bantamweight,0,0,Jakub Wiklacz,Muin Gafurov,Point Fighter,Volume Striker,0,0,0,0,29.4,29.7,1,4,1.0,0.6667,0.0,0.0,W,W,0.4805,0.5195,tossup (50-55%),B,1,0,0,1905.6000000000001,1683.3500000000001,0.7823431716782734,A,1.0,False,0.6314215858391367,A,1.0
9d35723a53749931,2026-05-09,Middleweight,0,0,Marco Tulio,Roman Kopylov,Volume Striker,Volume Striker,0,0,0,0,31.9,34.0,3,11,0.6667,0.3333,1.0,0.8333,L,L,0.4992,0.5008,tossup (50-55%),B,0,1,1,1672.65,1813.7000000000003,0.3074753166219326,B,1.0,True,0.4033376583109663,B,1.0
9e00ee7644774e18,2026-07-11,Bantamweight,0,0,Farid Basharat,John Garza,Wrestler,Point Fighter,0,0,0,0,28.9,23.7,6,0,1.0,0.0,0.1667,0.0,W,,0.7404,0.7404,high (>=70%),A,1,1,1,1872.9,1336.5,0.9563852997443433,A,1.0,True,0.8483926498721717,A,1.0
9efa4de316b8bf43,2026-06-20,Featherweight,0,0,Otari Tanzilovi,Shane Collins,Point Fighter,Point Fighter,0,0,0,0,28.2,26.3,0,0,0.0,0.0,0.0,0.0,,,0.5008,0.5008,tossup (50-55%),A,0,0,0,1406.1000000000001,1470.4,0.4085070592749716,B,1.0,False,0.45465352963748584,B,1.0
9fab4b0ad082f670,2026-04-18,Middleweight,0,0,Julien Leblanc,Robert Valentin,Point Fighter,Point Fighter,0,0,0,0,34.2,31.0,0,3,0.0,0.0,0.0,0.0,,L,0.5799,0.5799,lean (55-60%),A,0,0,0,1406.7000000000003,1561.25,0.2911797250099953,B,1.0,False,0.43553986250499765,B,1.0
a031f062b7ffefee,2026-04-11,Light Heavyweight,1,1,Carlos Ulberg,Jiri Prochazka,Volume Striker,Volume Striker,0,0,0,0,35.4,33.5,11,8,1.0,0.6667,0.7,1.0,W,W,0.5776,0.5776,lean (55-60%),A,1,1,1,2218.7,2053.0,0.721887956398065,A,1.0,True,0.6497439781990325,A,1.0
a23d84f15207e459,2026-05-30,Light Heavyweight,0,0,Alonzo Menifield,Zhang Mingyang,Volume Striker,Volume Striker,0,0,0,0,38.6,27.8,19,4,0.6667,0.6667,0.6667,1.0,L,L,0.3455,0.6545,med (60-70%),B,1,0,0,,,,TIE,,False,,B,
a26ea74f2e908842,2026-07-11,Lightweight,0,0,King Green,Terrance McKinney,Volume Striker,Volume Striker,0,0,0,0,39.8,31.8,36,14,1.0,0.6667,0.45,1.0,W,W,0.5039,0.5039,tossup (50-55%),A,1,1,1,1869.75,1641.4500000000003,0.7882151929189157,A,1.0,True,0.6460575964594579,A,1.0
a3ab1979192b647c,2026-07-11,Flyweight,0,0,Brandon Royval,Lone'er Kavanagh,Volume Striker,Point Fighter,0,0,0,0,33.9,27.1,12,4,0.3333,0.6667,0.5714,0.0,L,W,0.3908,0.6092,med (60-70%),B,1,0,0,1805.25,1614.25,0.750163481828642,A,1.0,False,0.570481740914321,A,1.0
a564219e7a964aa6,2026-05-02,Heavyweight,0,0,Brando Pericic,Shamil Gaziev,Volume Striker,Volume Striker,0,0,0,0,31.7,36.2,2,5,1.0,0.6667,1.0,0.6667,W,L,0.6376,0.6376,med (60-70%),A,1,1,1,1597.35,1564.0500000000002,0.5477763460685016,A,1.0,True,0.5926881730342508,A,1.0
a5abdc461cb1538e,2026-03-07,Light Heavyweight,0,0,Luke Fernandez,Rodolfo Bellato,Point Fighter,Volume Striker,0,0,0,0,30.7,30.1,0,4,0.0,0.0,0.0,1.0,,L,0.4338,0.5662,lean (55-60%),B,0,1,1,1434.8500000000001,1649.25,0.22544968582678468,B,1.0,True,0.32962484291339234,B,1.0
a5c5f76cf0a7c784,2026-02-07,Heavyweight,0,0,Jailton Almeida,Rizvan Kuniev,Sub Specialist,Point Fighter,0,0,0,0,34.6,33.9,10,1,0.6667,0.0,0.875,0.0,L,L,0.6773,0.6773,med (60-70%),A,0,0,0,1930.0,1935.1000000000001,0.4926610371232872,B,1.0,False,0.5849805185616436,A,0.0
a661c0bee7c8d5af,2026-04-18,Lightweight,0,0,Gauge Young,Thiago Moises,Volume Striker,Point Fighter,0,0,0,0,25.8,31.1,2,16,0.5,0.3333,0.0,0.5556,W,L,0.5971,0.5971,lean (55-60%),A,1,1,1,1485.0,1627.3000000000002,0.3059452577880983,B,0.0,False,0.45152262889404915,B,0.0
a6b211d8dab5edec,2026-06-06,Women's Flyweight,0,0,Jeisla Chaves,Yuneisy Duben,Point Fighter,Volume Striker,0,0,0,0,29.3,29.9,0,1,0.0,0.0,0.0,0.0,,L,0.6809,0.6809,med (60-70%),A,1,1,1,1299.4,1295.75,0.5052525790086222,A,1.0,True,0.5930762895043111,A,1.0
a6ec8573a9d38c51,2026-05-16,Bantamweight,0,0,Benardo Sopaj,Timmy Cuamba,Volume Striker,Volume Striker,0,0,0,0,25.6,27.3,2,4,0.5,0.6667,0.0,0.5,W,W,0.4445,0.5555,lean (55-60%),B,1,0,0,,,,TIE,,False,,B,
aade9d76ac6c6aef,2026-04-11,Light Heavyweight,0,0,Azamat Murzakanov,Paulo Costa,Volume Striker,Volume Striker,0,0,0,0,37.0,35.0,6,11,1.0,0.3333,0.8333,0.5714,W,W,0.6177,0.6177,med (60-70%),A,0,0,0,1963.7,2106.8,0.3049682580816696,B,1.0,False,0.4613341290408348,B,1.0
aaec28fa3c0c576d,2026-06-20,Featherweight,0,0,Christian Rodriguez,Hyder Amil,Volume Striker,Volume Striker,0,0,0,0,28.5,36.1,9,5,0.3333,0.3333,0.2,0.6667,L,L,0.6447,0.6447,med (60-70%),A,1,1,1,1635.1,1432.35,0.7626245580506865,A,1.0,True,0.7036622790253433,A,1.0
ae0a91c8f92f4758,2026-06-27,Bantamweight,0,0,Bekzat Almakhan,Jean Matsumoto,Point Fighter,Volume Striker,0,0,0,0,28.7,26.8,3,5,0.3333,0.3333,1.0,0.3333,L,L,0.3535,0.6465,med (60-70%),B,0,1,1,1599.2000000000003,1819.9500000000003,0.2191307483622388,B,1.0,True,0.2863153741811194,B,1.0
afc021700481ac4e,2026-06-20,Light Heavyweight,0,0,Ion Cutelaba,Navajo Stirling,Volume Striker,Volume Striker,0,0,0,0,32.5,28.6,20,4,0.6667,1.0,0.6667,0.25,W,W,0.3254,0.6746,med (60-70%),B,0,1,1,1677.8000000000002,1825.5500000000002,0.2993243388920603,B,1.0,True,0.3123621694460301,B,1.0
afec383a96893ec5,2026-05-02,Flyweight,0,0,Steve Erceg,Tim Elliott,Point Fighter,Wrestler,0,0,0,0,30.8,39.4,7,21,0.3333,0.6667,0.25,0.3,W,W,0.5865,0.5865,lean (55-60%),A,1,1,1,1755.5500000000002,1730.3000000000002,0.5362738309123122,A,1.0,True,0.5613869154561562,A,1.0
b0474597b2c60482,2026-06-06,Women's Strawweight,0,0,Ariane Carnelossi,Ketlen Souza,Volume Striker,Volume Striker,0,0,0,0,33.5,31.8,6,6,0.3333,0.3333,0.6667,0.3333,L,W,0.3879,0.6121,med (60-70%),B,0,1,1,1240.45,1599.45,0.1123887401401455,B,1.0,True,0.25014437007007273,B,1.0
b223b10ef19f912c,2026-07-11,Middleweight,0,0,Cesar Almeida,Damian Pinas,Point Fighter,KO Artist,0,0,0,0,38.3,24.3,5,1,0.6667,1.0,0.6667,1.0,L,W,0.1997,0.8003,high (>=70%),B,0,1,1,1593.15,1750.6,0.2877462839739871,B,1.0,True,0.24372314198699355,B,1.0
b23a1a5d35eb438a,2026-06-20,Women's Bantamweight,0,0,Karol Rosa,Luana Santos,Volume Striker,Sub Specialist,0,0,0,0,31.5,26.2,12,6,0.6667,0.6667,0.0,0.6,W,W,0.355,0.645,med (60-70%),B,0,1,1,1450.1,1615.75,0.27816983231570075,B,1.0,True,0.31658491615785034,B,1.0
b4e16fb13153efdc,2026-04-11,Welterweight,0,0,Kevin Holland,Randy Brown,Volume Striker,Volume Striker,0,0,0,0,33.4,35.8,29,21,0.3333,0.3333,0.6875,0.5,L,L,0.468,0.532,tossup (50-55%),B,1,0,0,1878.65,1779.3000000000002,0.6392025290600591,A,1.0,False,0.5536012645300296,A,1.0
b5299e5b946015e5,2026-04-18,Bantamweight,0,0,Charles Jourdain,Kyler Phillips,Volume Striker,Volume Striker,0,0,0,0,30.4,30.9,16,10,0.6667,0.3333,0.75,0.4286,W,L,0.4896,0.5104,tossup (50-55%),B,1,0,0,1888.15,1716.1000000000001,0.72916680670083,A,1.0,False,0.609383403350415,A,1.0
b98ead4eff6bf872,2026-05-16,Women's Strawweight,0,0,Alice Ardelean,Polyana Viana,Volume Striker,Sub Specialist,0,0,0,0,34.1,33.9,4,11,0.6667,0.0,0.0,1.0,W,L,0.6023,0.6023,med (60-70%),A,1,1,1,1408.4,1153.3000000000002,0.8128252764313286,A,1.0,True,0.7075626382156643,A,1.0
bae4de7ef8c0769e,2026-04-18,Women's Bantamweight,0,0,Daria Zhelezniakova,Melissa Croden,Point Fighter,Counter Striker,0,0,0,0,30.2,35.0,3,2,0.6667,0.5,0.0,1.0,W,L,0.4345,0.5655,lean (55-60%),B,0,1,1,,,,TIE,,False,,B,
bbe0f3653de9f6a8,2026-03-21,Lightweight,0,0,Abdul-Kareem Al-Selwady,Shem Rock,Wrestler,Point Fighter,0,0,1,0,30.9,32.4,1,1,0.0,0.0,0.0,0.0,L,L,0.3899,0.6101,med (60-70%),B,1,0,0,,,,TIE,,False,,B,
bc0b3c16246e0d1d,2026-05-30,Welterweight,0,0,Ding Meng,Jose Souza,Point Fighter,Point Fighter,0,0,0,0,31.7,24.0,0,0,0.0,0.0,0.0,0.0,,,0.4016,0.5984,lean (55-60%),B,0,1,1,,,,TIE,,False,,B,
bed89a91da9d04c1,2026-03-07,Bantamweight,0,0,Raul Rosas Jr.,Rob Font,Sub Specialist,Volume Striker,0,0,0,0,21.4,38.7,6,20,1.0,0.6667,0.6,0.5833,W,L,0.6781,0.6781,med (60-70%),A,1,1,1,1748.15,1672.45,0.6072492697450698,A,1.0,True,0.642674634872535,A,1.0
bfe4950b3de83e9c,2026-06-06,Light Heavyweight,0,0,Iwo Baraniewski,Junior Tafa,Volume Striker,Volume Striker,0,0,0,0,27.5,29.7,2,8,1.0,0.3333,1.0,1.0,W,W,0.5629,0.5629,lean (55-60%),A,1,1,1,1667.0,1337.5500000000002,0.8694910969263747,A,1.0,True,0.7161955484631873,A,1.0
c0980a613f24accd,2026-06-20,Women's Bantamweight,0,0,Bia Mesquita,Melissa Mullins,Sub Specialist,Volume Striker,0,0,0,0,35.2,34.9,2,4,1.0,0.3333,1.0,0.5,W,L,0.6278,0.6278,med (60-70%),A,1,1,1,,,,TIE,,False,,B,
c13dc0cccef263f7,2026-06-27,Lightweight,0,1,Manuel Torres,Rafael Fiziev,Volume Striker,Volume Striker,0,0,0,0,31.3,33.3,6,12,0.6667,0.3333,1.0,0.4286,W,L,0.6543,0.6543,med (60-70%),A,0,0,0,1838.0,1963.6000000000001,0.3267301269141658,B,1.0,False,0.4905150634570829,B,1.0
c1c9dfd0c0952f18,2026-05-30,Welterweight,0,0,Carlston Harris,Jake Matthews,Sub Specialist,Point Fighter,0,0,0,0,38.9,31.8,7,23,0.3333,0.6667,0.75,0.5333,L,L,0.3823,0.6177,med (60-70%),B,0,1,1,1615.5500000000002,1827.9,0.22751703162501888,B,1.0,True,0.30490851581250944,B,1.0
c27bec45d5a29a2c,2026-04-04,Featherweight,0,0,Manolo Zecchini,Tommy McMillen,Point Fighter,Point Fighter,0,0,1,0,29.4,28.3,1,0,0.0,0.0,0.0,0.0,L,,0.2996,0.7004,high (>=70%),B,0,1,1,1296.65,1569.7000000000003,0.1719596328716719,B,1.0,True,0.23577981643583595,B,1.0
c40b934d2666e351,2026-02-28,Women's Bantamweight,0,0,Ailin Perez,Macy Chiasson,Wrestler,Volume Striker,0,0,0,0,31.4,34.6,6,13,1.0,0.3333,0.2,0.625,W,L,0.6166,0.6166,med (60-70%),A,1,1,1,1631.15,1443.8000000000002,0.7462049594880432,A,1.0,True,0.6814024797440217,A,1.0
c47796e11a801e12,2026-06-06,Bantamweight,0,0,Bryce Mitchell,Santiago Luna,Wrestler,Volume Striker,0,0,0,0,31.7,21.8,12,2,0.6667,1.0,0.2222,0.5,W,W,0.2835,0.7165,high (>=70%),B,1,0,0,1855.4,1509.8500000000001,0.8796527271158369,A,1.0,False,0.5815763635579184,A,1.0
c4d060cff018979a,2026-04-11,Light Heavyweight,0,0,Dominick Reyes,Johnny Walker,Volume Striker,Volume Striker,0,0,0,0,36.3,34.0,14,16,0.6667,0.3333,0.7778,0.7778,L,W,0.518,0.518,tossup (50-55%),A,1,1,1,1918.3500000000001,1865.5,0.5754760176490318,A,1.0,True,0.546738008824516,A,1.0
c572daedf2012a49,2026-07-11,Bantamweight,0,0,Cory Sandhagen,Mario Bautista,Volume Striker,Volume Striker,0,0,0,0,34.2,33.0,16,14,0.3333,0.6667,0.6364,0.4545,L,W,0.5117,0.5117,tossup (50-55%),A,0,0,0,1973.1000000000001,2086.4500000000003,0.3424275038149635,B,1.0,False,0.4270637519074818,B,1.0
c769dd861357af9f,2026-03-14,Lightweight,0,0,Bolaji Oki,Manoel Sousa,Volume Striker,Point Fighter,0,0,0,0,30.3,28.8,4,0,0.3333,0.0,0.0,0.0,L,,0.5308,0.5308,tossup (50-55%),A,0,0,0,1467.2000000000003,1832.5500000000002,0.10879358855901755,B,1.0,False,0.3197967942795088,B,1.0
c7fb90f1355291e4,2026-04-25,Lightweight,0,0,Francis Marshall,Lucas Brennan,Sub Specialist,Point Fighter,0,0,0,0,27.1,25.9,6,0,0.6667,0.0,0.6667,0.0,W,,0.579,0.579,lean (55-60%),A,1,1,1,1606.8000000000002,1410.7000000000003,0.7556251941122005,A,1.0,True,0.6673125970561002,A,1.0
c85b530861145935,2026-05-09,Flyweight,1,1,Joshua Van,Tatsuro Taira,Volume Striker,Sub Specialist,0,0,0,0,24.6,26.3,10,9,1.0,0.6667,0.3333,0.75,W,W,0.5388,0.5388,tossup (50-55%),A,1,1,1,2051.4,1922.2000000000003,0.6778120541119425,A,1.0,True,0.6083060270559713,A,1.0
c9e0aa88afb81dab,2026-05-16,Lightweight,0,0,Artur Minev,Tommy Gantt,Point Fighter,Point Fighter,0,0,0,0,22.6,33.3,0,0,0.0,0.0,0.0,0.0,,,0.5798,0.5798,lean (55-60%),A,0,0,0,,,,TIE,,False,,B,
caf13346cbcfdb03,2026-04-04,Women's Flyweight,0,0,Dione Barbosa,Melissa Gatto,Sub Specialist,Volume Striker,0,0,0,1,33.9,29.9,4,5,0.3333,0.3333,0.5,1.0,L,W,0.4526,0.5474,tossup (50-55%),B,1,0,0,1418.8000000000002,1446.5500000000002,0.46014924459959344,B,0.0,True,0.45637462229979675,B,0.0
cb745968bd16bf56,2026-04-25,Women's Bantamweight,0,0,Joselyne Edwards,Norma Dumont,Volume Striker,Volume Striker,0,0,0,0,30.6,35.6,12,11,1.0,1.0,0.5,0.0,W,W,0.4722,0.5278,tossup (50-55%),B,1,0,0,1658.0500000000002,1623.8500000000001,0.5490594041061909,A,1.0,False,0.5106297020530954,A,1.0
cc03e698c4b7da52,2026-03-07,Light Heavyweight,0,0,Diyar Nurgozhay,Rafael Tobias,Wrestler,Point Fighter,0,0,0,0,28.9,23.0,2,0,0.0,0.0,0.0,0.0,L,,0.4251,0.5749,lean (55-60%),B,1,0,0,1533.4,1477.3000000000002,0.5800399905630526,A,1.0,False,0.5025699952815262,A,1.0
cfc884a249141cba,2026-05-02,Featherweight,0,0,Marwan Rahiki,Ollie Schmid,Volume Striker,Point Fighter,0,0,0,0,24.0,25.3,1,0,1.0,0.0,1.0,0.0,W,,0.6498,0.6498,med (60-70%),A,1,1,1,1664.5500000000002,1168.0,0.9457498100984947,A,1.0,True,0.7977749050492473,A,1.0
cff81d681a01ae18,2026-03-14,Middleweight,0,0,Brad Tavares,Eryk Anders,Point Fighter,Volume Striker,0,0,0,0,38.2,38.9,27,19,0.3333,0.6667,0.125,0.5556,L,L,0.5159,0.5159,tossup (50-55%),A,0,0,0,1557.8500000000001,1703.2,0.3022298651343009,B,1.0,False,0.4090649325671505,B,1.0
d564db29997e1371,2026-03-07,Middleweight,0,0,Caio Borralho,Reinier de Ridder,Volume Striker,Sub Specialist,0,0,0,0,33.1,35.5,8,5,0.6667,0.6667,0.2857,0.75,L,L,0.6006,0.6006,med (60-70%),A,1,1,1,2069.05,1901.0,0.7245956836133697,A,1.0,True,0.6625978418066849,A,1.0
d63c9aa4f4873001,2026-01-24,Women's Flyweight,0,0,Natalia Silva,Rose Namajunas,Volume Striker,Point Fighter,0,0,0,0,29.0,33.6,7,18,1.0,0.6667,0.2857,0.4167,W,W,0.6212,0.6212,med (60-70%),A,1,1,1,1940.9,1754.75,0.7448945237773498,A,1.0,True,0.6830472618886749,A,1.0
d69bd8e53ec858dc,2026-04-04,Lightweight,0,1,Chris Duncan,Renato Moicano,Sub Specialist,Sub Specialist,0,0,0,0,32.9,36.9,7,19,1.0,0.3333,0.5,0.6667,W,L,0.5107,0.5107,tossup (50-55%),A,0,0,0,,,,TIE,,False,,B,
d83294b031502177,2026-06-27,Middleweight,0,0,Brunno Ferreira,Ikram Aliskerov,Volume Striker,Volume Striker,0,0,0,0,33.6,33.6,9,5,0.6667,0.6667,0.8333,0.75,L,W,0.3803,0.6197,med (60-70%),B,0,1,1,1748.7000000000003,2010.3500000000001,0.1815058338097634,B,1.0,True,0.2809029169048817,B,1.0
dcfd594b68ff5ae1,2026-04-25,Women's Bantamweight,0,0,Mayra Bueno Silva,Michelle Montague,Volume Striker,Wrestler,0,0,0,0,34.7,32.4,14,1,0.0,1.0,0.8333,0.0,L,W,0.3963,0.6037,med (60-70%),B,0,1,1,1298.0500000000002,1549.5500000000002,0.19034802661379194,B,1.0,True,0.29332401330689595,B,1.0
