name,height,reach,age,rank,total_rounds,title_bouts,dias_inativo,wins,losses,win_streak,lose_streak,longest_win_streak,ko_wins,sub_wins,SLpM,sig_str_acc,td_avg,td_acc,sub_avg,ctrl_avg,kd_per_fight,head_ratio,body_ratio,leg_ratio,distance_ratio,clinch_ratio,ground_ratio,sig_pct_fade,td_fade,ctrl_fade,rev_avg,finish_rate,ko_rate,sub_rate,SApM,str_def,td_def,ufc_debut,win_rate_l5,win_rate_l3
Charlie Ward,180.34,185.42,36,,1,0,3228,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,,,,0.0,1.0,1.0,0.0,12.0,0.4545454545454546,1.0,2016-11-19,0.0,0.0
Zhalgas Zhumagulov,162.56,167.64,34,,14,0,1059,1.0,6.0,0.0,4.0,1.0,0.0,1.0,4.873864783047427,0.4372222222222222,1.0,0.1935483870967742,0.1666666666666666,77.16666666666667,0.0,0.3416149068322981,0.3385093167701863,0.3198757763975155,0.9409937888198758,0.0527950310559006,0.0062111801242236,-0.0749999999999999,0.0,169.5,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,5.373360242179617,0.5322793148880105,0.6666666666666667,2021-01-23,0.25,0.3333333333333333
Michael Aswell Jr.,172.72,175.26,25,,7,0,58,1.0,2.0,0.0,1.0,1.0,1.0,0.0,8.862275449101796,0.4599999999999999,0.0,0.0,0.0,7.5,1.0,0.8243243243243243,0.1283783783783783,0.0472972972972973,0.918918918918919,0.0135135135135135,0.0675675675675675,0.1800000000000001,0.0,15.0,0.0,0.5,0.5,0.0,8.682634730538922,0.5524691358024691,1.0,2025-05-31,0.5,0.5
Shane Carwin,187.96,203.2,36,,6,2,5455,4.0,2.0,0.0,2.0,4.0,4.0,0.0,7.646383467278989,0.466,0.2,0.25,0.0,76.2,0.8,0.8108108108108109,0.036036036036036,0.1531531531531531,0.081081081081081,0.3693693693693693,0.5495495495495496,0.1233333333333333,0.0,106.33333333333331,0.0,1.0,0.8,0.2,1.515499425947187,0.5769230769230769,0.6,2010-03-27,1.0,1.0
Bubba McDaniel,190.5,190.5,30,,6,0,4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-13,1.0,1.0
Bea Malecki,175.26,187.96,29,,5,0,1731,2.0,1.0,0.0,1.0,2.0,0.0,1.0,6.777862016679302,0.3866666666666666,0.0,0.0,1.0,136.0,0.0,0.697986577181208,0.261744966442953,0.0402684563758389,0.8389261744966443,0.0738255033557047,0.087248322147651,0.2733333333333333,0.0,134.0,0.0,0.5,0.0,0.5,6.141015921152388,0.6291208791208791,0.7857142857142857,2019-06-01,1.0,1.0
Charles Johnson,175.26,177.8,35,14.0,34,0,65,8.0,6.0,1.0,0.0,4.0,3.0,0.0,4.682507169192954,0.4952564102564102,0.4615384615384615,0.2,0.3076923076923077,53.84615384615385,0.3076923076923077,0.5039370078740157,0.2847769028871391,0.2112860892388451,0.8228346456692913,0.1259842519685039,0.0511811023622047,-0.0771666666666667,0.35,-0.8499999999999943,0.1538461538461538,0.3076923076923077,0.3076923076923077,0.0,3.938959442851291,0.5651289009497964,0.6697247706422018,2022-07-23,0.8,0.6666666666666666
Leon Edwards,187.96,187.96,34,4.0,69,4,184,14.0,6.0,0.0,3.0,8.0,3.0,1.0,2.405587892898719,0.5485701754385965,1.368421052631579,0.3611111111111111,0.4210526315789473,212.94736842105263,0.2631578947368421,0.5644599303135889,0.2392566782810685,0.1962833914053426,0.7560975609756098,0.1370499419279907,0.1068524970963995,0.0223730158730157,0.4523809523809524,-24.28571428571428,0.3157894736842105,0.2631578947368421,0.1578947368421052,0.1052631578947368,2.2749727336883296,0.558955223880597,0.7093023255813953,2014-11-08,1.0,1.0
Matt Bessette,177.8,177.8,33,,3,0,2873,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.8666666666666667,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.627906976744186,0.3488372093023256,0.0232558139534883,0.9534883720930232,0.0465116279069767,0.0,,,,0.0,0.0,0.0,0.0,3.6666666666666665,0.5491803278688525,0.5,2018-01-20,0.0,0.0
Jon Jones,193.04,213.36,37,0.0,74,16,548,22.0,2.0,6.0,0.0,13.0,6.0,6.0,4.457264308486413,0.5872681159420289,1.9130434782608696,0.4536082474226804,0.4782608695652174,210.4782608695652,0.217391304347826,0.4693460490463215,0.244550408719346,0.2861035422343324,0.6525885558583107,0.1689373297002724,0.1784741144414169,0.043142857142857,-0.2539682539682539,68.1904761904762,0.0,0.4782608695652174,0.217391304347826,0.2608695652173913,2.060381066768576,0.6430192962542565,0.96875,2010-03-21,1.0,1.0
Zachary Scroggin,190.5,187.96,28,,0,0,555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2024-11-09,,
Amir Sadollah,177.8,187.96,34,,25,1,4258,6.0,5.0,0.0,2.0,2.0,1.0,1.0,4.950128241664292,0.4181666666666667,0.5,0.2777777777777778,0.3,109.0,0.0,0.4525043177892919,0.2728842832469775,0.2746113989637305,0.6718480138169257,0.2469775474956822,0.081174438687392,0.0290277777777778,0.75,-7.833333333333329,0.0,0.3,0.2,0.1,3.522371045882017,0.6163873370577282,0.6086956521739131,2010-05-29,0.6,0.3333333333333333
Jay Hieron,182.88,190.5,36,,7,0,4853,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.6916616676664666,0.3977777777777778,3.0,0.5294117647058824,1.0,148.33333333333334,0.0,0.4893617021276595,0.1702127659574468,0.3404255319148936,0.851063829787234,0.0638297872340425,0.0851063829787234,-0.29,0.0,-6.0,0.0,0.6666666666666666,0.6666666666666666,0.0,2.2675464907018594,0.5961538461538461,0.6,2012-10-05,0.0,0.0
Brandon Vera,190.5,193.04,35,,34,0,4643,8.0,8.0,0.0,2.0,4.0,4.0,1.0,3.036144578313253,0.5665555555555556,0.5333333333333333,0.5714285714285714,0.1333333333333333,106.66666666666669,0.4666666666666667,0.3679653679653679,0.2662337662337662,0.3658008658008658,0.5627705627705628,0.3441558441558441,0.093073593073593,-0.0873333333333333,0.3999999999999999,55.20000000000002,0.0,0.5333333333333333,0.4666666666666667,0.0666666666666666,2.7864184008762325,0.5325248070562294,0.6041666666666667,2010-03-21,0.3333333333333333,0.3333333333333333
Movsar Evloev,170.18,182.88,32,1.0,27,0,58,10.0,0.0,10.0,0.0,10.0,0.0,0.0,3.992592592592593,0.5155555555555557,4.666666666666667,0.4827586206896552,0.2222222222222222,354.6666666666667,0.0,0.8014842300556586,0.1131725417439703,0.085343228200371,0.7235621521335807,0.0909090909090909,0.1855287569573283,-0.0177777777777777,1.333333333333333,68.66666666666663,0.1111111111111111,0.0,0.0,0.0,2.6592592592592594,0.6089324618736384,0.6111111111111112,2019-04-20,1.0,1.0
David Zawada,182.88,190.5,31,,10,0,1717,1.0,4.0,0.0,2.0,1.0,0.0,1.0,3.237486687965921,0.3699999999999999,0.75,0.3,1.75,84.0,0.25,0.6381578947368421,0.2368421052631578,0.125,0.743421052631579,0.2171052631578947,0.0394736842105263,-0.2233333333333332,-1.5,-98.0,0.25,0.5,0.25,0.25,4.068157614483493,0.5441527446300716,0.5714285714285714,2018-07-22,0.25,0.3333333333333333
Tim Gorman,165.1,172.72,31,,3,0,4209,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.2366666666666666,0.0,0.0,0.0,407.0,0.0,0.8,0.0666666666666666,0.1333333333333333,0.5333333333333333,0.4666666666666667,0.0,,,,0.0,0.0,0.0,0.0,3.1333333333333333,0.5204081632653061,0.3333333333333333,2014-04-16,0.0,0.0
Rocco Martin,182.88,185.42,30,,35,0,2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-29,0.0,0.0
Ramon Taveras,172.72,177.8,31,,8,0,233,1.0,2.0,0.0,2.0,1.0,0.0,0.0,4.366666666666666,0.4233333333333333,0.0,0.0,0.0,3.0,0.5,0.8473282442748091,0.099236641221374,0.0534351145038167,0.9694656488549618,0.0229007633587786,0.0076335877862595,0.0133333333333333,0.0,-6.0,0.0,0.0,0.0,0.0,7.533333333333333,0.562015503875969,1.0,2024-01-20,0.5,0.5
Jailton Almeida,190.5,200.66,34,6.0,20,0,100,8.0,3.0,0.0,2.0,6.0,3.0,4.0,2.429255550718328,0.5795999999999999,3.4,0.6296296296296297,1.0,375.9,0.0,0.9193548387096774,0.0591397849462365,0.021505376344086,0.0913978494623656,0.0591397849462365,0.8494623655913979,-0.09875,2.5,59.91666666666666,0.2,0.8,0.4,0.4,1.0187200696560732,0.3709677419354839,0.6666666666666667,2022-02-05,0.8,0.6666666666666666
Loopy Godinez,157.48,154.94,31,11.0,36,0,275,9.0,6.0,0.0,1.0,4.0,0.0,2.0,4.505703422053232,0.5334523809523809,2.7142857142857144,0.4130434782608695,0.7857142857142857,239.3571428571429,0.0714285714285714,0.7779056386651323,0.1634062140391254,0.0586881472957422,0.8515535097813579,0.097813578826237,0.050632911392405,-0.0958333333333332,-1.5833333333333337,-150.16666666666666,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,4.033874870376772,0.6246985045827304,0.8181818181818181,2021-04-17,0.6,0.3333333333333333
Brad Riddell,170.18,180.34,31,,16,0,1283,4.0,3.0,0.0,3.0,4.0,0.0,0.0,4.734321550741163,0.555,1.5,0.375,0.0,91.83333333333331,0.1666666666666666,0.6560693641618497,0.2138728323699422,0.130057803468208,0.8179190751445087,0.0462427745664739,0.1358381502890173,0.0550000000000001,-0.5,-144.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,3.5575826681870013,0.5264116575591986,0.625,2019-10-05,1.0,1.0
Ross Pearson,172.72,175.26,34,,65,1,2606,12.0,14.0,0.0,2.0,3.0,5.0,0.0,3.6747624076029566,0.4282,0.6,0.3658536585365853,0.0,50.56,0.24,0.5326678765880217,0.2813067150635209,0.1860254083484573,0.8194192377495463,0.1560798548094374,0.0245009074410163,-0.026574074074074,-0.4444444444444444,-49.97222222222222,0.04,0.36,0.32,0.04,4.044906352470405,0.625963613937712,0.7590361445783133,2010-03-31,0.2,0.3333333333333333
Matt Frevola,175.26,180.34,35,,23,0,212,5.0,7.0,0.0,3.0,3.0,3.0,0.0,3.473684210526316,0.3627272727272727,1.181818181818182,0.3823529411764705,0.3636363636363636,71.54545454545455,0.5454545454545454,0.6801346801346801,0.1851851851851851,0.1346801346801346,0.67003367003367,0.1144781144781144,0.2154882154882154,0.0828888888888888,-1.4,-61.53333333333333,0.3636363636363636,0.6363636363636364,0.6363636363636364,0.0,3.847953216374269,0.5732814526588845,0.3333333333333333,2018-01-14,0.6,0.3333333333333333
Juancamilo Ronderos,160.02,162.56,28,,1,0,1185,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.782608695652175,0.34,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.1818181818181818,0.3636363636363636,0.7272727272727273,0.2727272727272727,0.0,,,,0.0,1.0,0.0,1.0,3.91304347826087,0.6785714285714286,1.0,2021-05-22,0.0,0.0
Anderson Silva,187.96,195.58,45,,91,13,2025,17.0,8.0,0.0,3.0,16.0,11.0,3.0,3.2281234891912427,0.6307916666666666,0.125,0.75,0.25,33.25,0.75,0.5558408215661104,0.2092426187419769,0.2349165596919127,0.6623876765083441,0.1553273427471116,0.1822849807445443,-0.2608749999999999,-0.25,-51.0,0.0416666666666666,0.7083333333333334,0.5833333333333334,0.125,2.299651567944251,0.6278195488721805,0.7936507936507937,2010-04-10,0.2,0.3333333333333333
Syuri Kondo,162.56,167.64,30,,7,0,2522,1.0,3.0,0.0,3.0,1.0,0.0,0.0,7.299509001636661,0.5033333333333333,0.0,0.0,0.0,0.0,0.0,0.7174887892376681,0.1704035874439461,0.1121076233183856,0.9282511210762332,0.0717488789237668,0.0,-0.0833333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,8.314238952536824,0.6286549707602339,1.0,2017-09-22,0.3333333333333333,0.3333333333333333
Antonio Silva,193.04,203.2,37,15.0,17,1,3523,3.0,8.0,0.0,3.0,2.0,3.0,0.0,4.835907335907336,0.4356666666666667,0.0,0.0,0.0,30.4,0.4,0.6047904191616766,0.1736526946107784,0.2215568862275449,0.6467065868263473,0.2335329341317365,0.1197604790419161,-0.2038888888888888,0.0,5.0,0.0,0.9,0.9,0.0,4.659400544959128,0.40625,0.5,2012-05-26,0.2,0.3333333333333333
Brock Lesnar,190.5,205.74,34,,11,4,5253,4.0,4.0,0.0,3.0,4.0,2.0,1.0,3.570903747244673,0.6464285714285715,1.5714285714285714,0.55,0.2857142857142857,215.14285714285717,0.2857142857142857,0.6481481481481481,0.2777777777777778,0.074074074074074,0.1481481481481481,0.1666666666666666,0.6851851851851852,-0.3183333333333334,-2.333333333333333,-303.3333333333333,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,2.556943423952976,0.4978354978354978,0.6,2010-07-03,0.5,0.5
Danny Mitchell,187.96,187.96,28,,3,0,4286,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.2,0.3799999999999999,0.0,0.0,5.0,208.0,0.0,0.5,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.3888888888888889,,,,0.0,0.0,0.0,0.0,0.8,0.6756756756756757,1.0,2014-03-08,0.0,0.0
Raulian Paiva,172.72,175.26,26,,16,0,1423,3.0,4.0,0.0,2.0,3.0,1.0,0.0,3.818181818181818,0.3444444444444445,0.3333333333333333,0.1666666666666666,0.1666666666666666,76.83333333333333,0.1666666666666666,0.5252100840336135,0.2941176470588235,0.180672268907563,0.8907563025210085,0.0714285714285714,0.0378151260504201,0.0433333333333333,1.0,56.5,0.0,0.5,0.5,0.0,4.652406417112299,0.532258064516129,0.7058823529411764,2019-02-09,0.5,0.6666666666666666
Da'Mon Blackshear,177.8,182.88,30,,19,0,296,5.0,5.0,0.0,1.0,3.0,1.0,3.0,4.696356275303644,0.5235185185185185,1.0,0.36,1.0,130.11111111111111,0.0,0.5689655172413793,0.2339901477832512,0.1970443349753694,0.7684729064039408,0.1527093596059113,0.0788177339901477,-0.0405555555555555,-1.0,-77.33333333333334,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.3333333333333333,4.152689415847311,0.5270092226613965,0.7142857142857143,2023-03-04,0.6,1.0
Roman Kopylov,182.88,190.5,33,,26,0,184,7.0,5.0,1.0,0.0,4.0,5.0,0.0,4.593844601412715,0.5401515151515152,0.9090909090909092,0.4761904761904761,0.0,58.81818181818182,0.5454545454545454,0.6507413509060955,0.1911037891268533,0.158154859967051,0.9357495881383856,0.0362438220757825,0.0280065897858319,0.0317777777777778,1.2666666666666668,111.26666666666668,0.0,0.6363636363636364,0.4545454545454545,0.1818181818181818,5.184157416750757,0.5243055555555556,0.8888888888888888,2019-11-09,0.8,0.6666666666666666
Elias Theodorou,185.42,190.5,30,14.0,28,1,2571,8.0,3.0,0.0,1.0,3.0,2.0,0.0,4.171469740634006,0.4428333333333333,1.3,0.2888888888888888,0.0,202.6,0.0,0.4542314335060449,0.3177892918825561,0.2279792746113989,0.6113989637305699,0.2642487046632124,0.1243523316062176,-0.0138888888888888,-1.9166666666666663,-109.66666666666669,0.3,0.2,0.2,0.0,2.2406340057636887,0.5473071324599709,0.6,2014-04-16,0.8,1.0
Sai Wang,182.88,182.88,28,,3,1,4286,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.066666666666667,0.3799999999999999,0.0,0.0,0.0,431.0,0.0,0.4516129032258064,0.0967741935483871,0.4516129032258064,0.4838709677419355,0.1935483870967742,0.3225806451612903,,,,2.0,0.0,0.0,0.0,0.6666666666666666,0.6,0.6,2014-03-01,0.0,0.0
Ricardo Abreu,180.34,185.42,31,,2,0,3999,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.409836065573771,0.42,0.0,0.0,1.0,74.0,2.0,0.8181818181818182,0.1515151515151515,0.0303030303030303,0.6060606060606061,0.1212121212121212,0.2727272727272727,,,,0.0,1.0,0.0,1.0,2.7868852459016398,0.6730769230769231,1.0,2014-05-31,1.0,1.0
Henry Martinez,170.18,172.72,29,,6,0,4909,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.833333333333333,0.25,0.0,0.0,0.0,7.0,0.0,0.7411764705882353,0.0470588235294117,0.2117647058823529,1.0,0.0,0.0,-0.2733333333333333,0.0,14.0,0.0,0.0,0.0,0.0,3.333333333333333,0.6551724137931034,0.8,2012-02-04,0.5,0.5
Caio Machado,193.04,198.12,30,,9,0,562,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.066666666666666,0.5466666666666666,0.0,0.0,0.0,10.0,0.0,0.4868421052631579,0.3223684210526316,0.1907894736842105,0.9407894736842104,0.0460526315789473,0.0131578947368421,-0.1466666666666666,0.0,-20.0,0.0,0.0,0.0,0.0,3.533333333333333,0.6227758007117438,0.7,2023-11-18,0.0,0.0
Luana Carolina,167.64,175.26,32,,28,0,233,6.0,4.0,0.0,1.0,3.0,1.0,0.0,4.703891708967851,0.4977777777777778,0.3333333333333333,0.4285714285714285,0.4444444444444444,146.66666666666666,0.1111111111111111,0.5215827338129496,0.3201438848920863,0.158273381294964,0.6906474820143885,0.2356115107913669,0.0737410071942446,0.0111111111111111,1.0,75.66666666666666,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,3.604060913705584,0.5191873589164786,0.7142857142857143,2019-05-11,0.6,1.0
Tamires Vidal,167.64,172.72,26,,7,0,576,1.0,3.0,0.0,3.0,1.0,1.0,0.0,3.203714451538015,0.5644444444444444,0.0,0.0,0.6666666666666666,54.333333333333336,0.3333333333333333,0.3260869565217391,0.1304347826086956,0.5434782608695652,0.9456521739130436,0.0543478260869565,0.0,-0.01,0.0,-3.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3.9001741149158446,0.5483870967741935,0.2857142857142857,2022-11-05,0.3333333333333333,0.3333333333333333
Johnny Bedford,177.8,180.34,31,,10,0,4265,2.0,4.0,0.0,4.0,2.0,2.0,0.0,4.381188118811881,0.5626666666666666,1.0,0.625,0.0,155.8,0.6,0.655367231638418,0.288135593220339,0.0564971751412429,0.4293785310734463,0.1751412429378531,0.3954802259887006,-0.0222222222222221,-4.0,-554.0,0.2,0.8,0.6,0.2,,,,2011-12-03,0.5,0.3333333333333333
Augusto Sakai,190.5,195.58,31,,22,0,1178,5.0,4.0,1.0,0.0,4.0,2.0,0.0,4.457142857142857,0.4396666666666666,0.125,0.3333333333333333,0.0,62.25,0.125,0.6047745358090185,0.273209549071618,0.1220159151193634,0.6339522546419099,0.3183023872679045,0.0477453580901856,0.0301666666666666,-0.5,-46.0,0.0,0.75,0.75,0.0,4.7408866995073895,0.4499314128943759,0.3333333333333333,2018-09-22,0.8,0.6666666666666666
Tim Elliott,170.18,167.64,38,11.0,52,1,275,10.0,12.0,0.0,1.0,2.0,0.0,3.0,3.36734693877551,0.4836507936507937,3.0,0.4772727272727273,0.9047619047619048,229.0952380952381,0.0952380952380952,0.5874125874125874,0.2027972027972027,0.2097902097902098,0.6293706293706294,0.1771561771561771,0.1934731934731934,0.0249999999999999,-0.714285714285714,91.85714285714286,0.3333333333333333,0.3809523809523809,0.0,0.3809523809523809,2.6452119309262163,0.5792759051186018,0.5901639344262295,2012-05-05,0.4,0.6666666666666666
Charlie Ontiveros,187.96,187.96,31,,3,0,1374,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9473684210526316,0.655,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,-0.69,0.0,8.0,0.0,1.0,0.5,0.5,4.7368421052631575,0.2622950819672131,0.2857142857142857,2020-10-31,0.0,0.0
Thomas Almeida,170.18,177.8,29,,18,0,1878,5.0,5.0,0.0,4.0,4.0,4.0,0.0,5.388828039430449,0.4453703703703704,0.0,0.0,0.0,4.222222222222222,0.3333333333333333,0.6146341463414634,0.1878048780487805,0.1975609756097561,0.8902439024390244,0.1097560975609756,0.0,-0.1361111111111111,0.0,5.666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,4.692223439211391,0.6465346534653466,0.7586206896551724,2014-11-08,0.2,0.0
Abus Magomedov,187.96,198.12,35,,15,0,226,4.0,3.0,0.0,1.0,3.0,1.0,1.0,3.2113920942794008,0.5575,2.0,0.5714285714285714,0.1666666666666666,169.66666666666666,0.1666666666666666,0.5688073394495413,0.2981651376146789,0.1330275229357798,0.8944954128440367,0.0321100917431192,0.073394495412844,-0.2025,2.0,126.0,0.0,0.5,0.3333333333333333,0.1666666666666666,3.682789098944266,0.5614035087719298,1.0,2022-09-03,0.6,0.6666666666666666
Dakota Bush,177.8,185.42,27,,3,0,1584,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.7333333333333334,0.3733333333333333,1.0,0.1666666666666666,0.0,91.0,0.0,0.4146341463414634,0.1463414634146341,0.4390243902439024,1.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,4.466666666666667,0.4173913043478261,0.0,2021-04-17,0.0,0.0
John Allan,185.42,190.5,28,,8,0,1654,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.8,0.3916666666666667,2.5,0.7142857142857143,1.5,122.5,0.0,0.6309523809523809,0.1785714285714285,0.1904761904761904,0.7023809523809523,0.119047619047619,0.1785714285714285,-0.13,-3.0,-215.0,0.0,0.0,0.0,0.0,4.033333333333333,0.5518518518518518,0.4,2020-12-05,0.0,0.0
Brian Bowles,170.18,177.8,32,8.0,6,0,4741,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.4448897795591185,0.2505555555555556,0.6666666666666666,1.0,0.3333333333333333,125.33333333333331,0.0,0.6229508196721312,0.360655737704918,0.0163934426229508,0.7377049180327869,0.2131147540983606,0.0491803278688524,-0.205,-1.0,-8.0,0.0,0.6666666666666666,0.0,0.6666666666666666,2.685370741482966,0.6633165829145728,0.0,2011-03-03,1.0,1.0
Chris Duncan,177.8,180.34,32,,16,0,163,6.0,2.0,0.0,1.0,4.0,0.0,3.0,4.777898158179848,0.4988095238095238,1.8571428571428568,0.4333333333333333,0.4285714285714285,130.42857142857142,0.2857142857142857,0.6326530612244898,0.2312925170068027,0.1360544217687075,0.8129251700680272,0.0680272108843537,0.119047619047619,-0.0138888888888889,-1.8333333333333333,-74.83333333333334,0.0,0.5714285714285714,0.0,0.5714285714285714,4.452871072589383,0.5300171526586621,0.5,2023-03-18,0.8,1.0
Marcel Fortuna,185.42,187.96,32,,4,0,3110,1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.7431192660550456,0.505,0.0,0.0,0.0,0.5,0.5,0.5735294117647058,0.25,0.1764705882352941,0.9117647058823528,0.088235294117647,0.0,0.01,0.0,-1.0,0.0,0.5,0.5,0.0,3.0825688073394493,0.6818181818181819,0.6666666666666667,2017-02-04,0.5,0.5
Elvis Mutapcic,182.88,182.88,30,,6,0,3453,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.4,0.455,0.0,0.0,0.0,29.0,0.0,0.5,0.4019607843137255,0.0980392156862745,0.5098039215686274,0.3627450980392157,0.1274509803921568,0.2566666666666667,0.0,58.0,0.0,0.0,0.0,0.0,3.8666666666666663,0.348314606741573,0.8125,2016-01-17,0.0,0.0
Alvaro Herrera,182.88,187.96,28,,4,0,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-21,0.3333333333333333,0.3333333333333333
Michinori Tanaka,165.1,170.18,26,,12,0,3390,2.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.4391666666666667,2.5,0.4347826086956521,0.25,405.5,0.0,0.7916666666666666,0.1,0.1083333333333333,0.5416666666666666,0.025,0.4333333333333333,-0.1433333333333334,-1.0,-284.0,1.75,0.0,0.0,0.0,1.7333333333333334,0.5162790697674419,0.4,2014-06-14,0.5,0.3333333333333333
Fernando Bruno,167.64,177.8,34,,3,1,3601,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.3544018058690743,0.5266666666666667,2.0,0.1818181818181818,0.0,335.0,0.0,0.7,0.25,0.05,0.6,0.4,0.0,,,,0.0,1.0,0.0,1.0,1.5575620767494356,0.2580645161290322,0.5555555555555556,2015-08-01,0.0,0.0
Jamie Pickett,187.96,203.2,35,,23,0,807,2.0,7.0,0.0,5.0,2.0,0.0,0.0,2.8039754705011632,0.5027083333333333,0.875,0.3684210526315789,0.0,77.0,0.0,0.5656108597285068,0.334841628959276,0.0995475113122171,0.8009049773755657,0.1990950226244343,0.0,-0.16625,0.0,34.75,0.0,0.5,0.25,0.25,4.224994713470078,0.4697452229299362,0.8148148148148149,2020-12-19,0.2,0.0
Paul Craig,190.5,193.04,37,,38,0,254,9.0,12.0,0.0,5.0,4.0,3.0,6.0,2.6461211477151965,0.5026666666666666,0.8,0.1927710843373494,0.75,66.2,0.05,0.5084337349397591,0.3156626506024096,0.1759036144578313,0.6698795180722892,0.1349397590361445,0.1951807228915662,-0.023125,-0.7916666666666667,-63.95833333333333,0.15,0.8,0.4,0.4,3.251372642635474,0.4126778783958602,0.2857142857142857,2016-12-17,0.2,0.0
Silvana Gomez Juarez,160.02,165.1,37,,3,0,1283,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.6195426195426195,0.48,0.0,0.0,0.0,23.666666666666668,0.6666666666666666,0.9523809523809524,0.0,0.0476190476190476,0.5714285714285714,0.0952380952380952,0.3333333333333333,0.43,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,2.37006237006237,0.5476190476190477,0.375,2021-10-09,0.3333333333333333,0.3333333333333333
James Krause,187.96,185.42,34,,33,0,2039,9.0,4.0,1.0,0.0,6.0,3.0,2.0,5.027402265253928,0.5034722222222222,0.6666666666666666,0.1568627450980392,0.8333333333333334,160.33333333333334,0.25,0.7383720930232558,0.129360465116279,0.1322674418604651,0.9098837209302324,0.0537790697674418,0.0363372093023255,0.17625,0.75,182.75,0.3333333333333333,0.5,0.3333333333333333,0.1666666666666666,4.33321154548776,0.6065029860650298,0.56,2013-06-15,0.8,0.6666666666666666
Guram Kutateladze,180.34,182.88,33,,12,0,422,2.0,3.0,0.0,1.0,1.0,0.0,0.0,3.946239633971976,0.4524999999999999,0.75,0.2,0.0,107.0,0.25,0.4478260869565217,0.3521739130434783,0.2,0.7304347826086957,0.2130434782608695,0.0565217391304347,0.0399999999999999,1.0,193.0,0.0,0.25,0.25,0.0,3.946239633971976,0.5700934579439252,0.7941176470588236,2020-10-17,1.0,1.0
Ketlen Souza,160.02,160.02,31,,11,0,100,3.0,3.0,1.0,0.0,2.0,0.0,1.0,4.559758955473719,0.4699999999999999,0.2,0.1428571428571428,0.2,62.0,0.2,0.5286343612334802,0.2775330396475771,0.1938325991189427,0.8634361233480177,0.1233480176211453,0.013215859030837,0.5533333333333333,0.0,39.66666666666666,0.2,0.4,0.0,0.4,4.3990626046200205,0.532051282051282,0.5,2023-06-03,0.4,0.3333333333333333
Mike Davis,182.88,182.88,32,,19,0,310,5.0,2.0,1.0,0.0,4.0,2.0,1.0,4.596081884217478,0.4841666666666666,2.5,0.5,0.5,199.66666666666663,0.5,0.6436781609195402,0.2586206896551724,0.0977011494252873,0.7097701149425287,0.0862068965517241,0.2040229885057471,0.0358333333333333,-0.5,217.0,0.5,0.5,0.1666666666666666,0.3333333333333333,4.754567466431873,0.5636363636363637,0.55,2019-04-27,0.6,0.6666666666666666
